Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Weatherconditions,Type_of_vehicle,Road_traffic_density,multiple_deliveries,Time_taken(min),distance,order_hour,pickup_hour,day_of_week,is_weekend,month
23.0,4.8,12.98041,77.640489,13.07041,77.730489,2022-03-14,Sunny,motorcycle ,Jam ,1.0,23,13.944394154535338,19.0,19,Monday,0,3
31.0,4.0,22.307898,73.167788,22.367898,73.227788,2022-03-17,Stormy,motorcycle ,Jam ,1.0,36,9.074580779980996,19.0,20,Thursday,0,3
30.0,4.7,12.972793,80.249982,13.082793,80.359982,2022-03-10,Cloudy,scooter ,Medium ,1.0,33,17.043069629578344,17.0,17,Thursday,0,3
22.0,4.5,12.970221,77.645396,13.000221,77.675396,2022-03-03,Fog,motorcycle ,Jam ,1.0,26,4.648491109477814,21.0,21,Thursday,0,3
26.0,4.5,15.516833,73.768172,15.576833,73.828172,2022-02-17,Sandstorms,scooter ,Jam ,1.0,26,9.24694637770699,21.0,22,Thursday,0,2
39.0,4.7,12.972793,80.249982,13.042793,80.319982,2022-03-02,Stormy,motorcycle ,Low ,1.0,27,10.846008142377508,22.0,22,Wednesday,0,3
22.0,4.8,12.323994,76.626167,12.333994,76.636167,2022-04-01,Sunny,electric_scooter ,Low ,1.0,20,1.5514033908345948,9.0,9,Friday,0,4
24.0,5.0,12.935662,77.61413,12.945662,77.62413,2022-03-15,Sandstorms,motorcycle ,Low ,0.0,14,1.549629486646845,9.0,10,Tuesday,0,3
24.0,4.0,13.045479,80.23311,13.065479,80.25311,2022-03-26,Sandstorms,motorcycle ,Low ,0.0,21,3.0985746646299552,8.0,9,Saturday,1,3
20.0,4.9,21.149569,72.772697,21.259569,72.882697,2022-03-12,Cloudy,motorcycle ,Low ,0.0,21,16.696505540691582,22.0,22,Saturday,1,3
34.0,4.9,26.849596,75.800512,26.979596,75.930512,2022-03-29,Cloudy,motorcycle ,Low ,1.0,39,19.34490682154861,23.0,23,Tuesday,0,3
21.0,4.8,12.979096,77.640625,13.049096,77.710625,2022-03-16,Sandstorms,scooter ,Jam ,1.0,23,10.845876538554249,21.0,22,Wednesday,0,3
24.0,4.8,19.875016,75.322405,19.905016,75.352405,2022-02-13,Fog,electric_scooter ,Low ,0.0,11,4.571563492669233,23.0,0,Sunday,1,2
38.0,4.4,22.311603,73.165012,22.391603,73.245012,2022-03-31,Fog,scooter ,Medium ,0.0,42,12.098902980592284,18.0,18,Thursday,0,3
34.0,4.0,17.438263,78.397865,17.498263,78.457865,2022-03-13,Fog,motorcycle ,Medium ,1.0,33,9.203900929145858,18.0,18,Sunday,1,3
38.0,4.1,21.186438,72.794115,21.196438,72.804115,2022-03-11,Stormy,motorcycle ,Low ,1.0,34,1.517925818834007,8.0,8,Friday,0,3
30.0,4.7,12.975996,80.221898,13.035996,80.281898,2022-03-13,Stormy,motorcycle ,Jam ,0.0,48,9.296610647873656,19.0,20,Sunday,1,3
39.0,4.1,23.359033,85.325347,23.369033,85.335347,2022-04-05,Sandstorms,motorcycle ,High ,1.0,46,1.507299613990991,11.0,11,Tuesday,0,4
37.0,5.0,12.3085,76.665808,12.4185,76.775808,2022-03-31,Cloudy,motorcycle ,Low ,1.0,43,17.064359165007573,23.0,23,Thursday,0,3
37.0,4.7,22.745049,75.892471,22.755049,75.902471,2022-04-01,Fog,motorcycle ,Low ,1.0,23,1.510393234064176,9.0,9,Friday,0,4
30.0,4.6,12.3085,76.665808,12.3985,76.755808,2022-03-29,Sandstorms,motorcycle ,Jam ,1.0,36,13.96200434395474,20.0,20,Tuesday,0,3
31.0,4.9,13.02978,80.208812,13.04978,80.228812,2022-03-13,Sandstorms,motorcycle ,High ,0.0,37,3.0986685708988024,11.0,11,Sunday,1,3
37.0,4.6,12.323225,76.630028,12.353225,76.660028,2022-03-28,Cloudy,electric_scooter ,Medium ,1.0,16,4.654131671067256,18.0,18,Monday,0,3
20.0,4.9,12.352058,76.60665,12.372058,76.62665,2022-04-01,Sandstorms,motorcycle ,High ,1.0,35,3.102619212254376,11.0,11,Friday,0,4
39.0,5.0,25.45235,81.841889,25.51235,81.901889,2022-02-11,Sunny,motorcycle ,Jam ,1.0,21,8.976573583670184,21.0,21,Friday,0,2
33.0,4.9,12.323978,76.627961,12.373978,76.677961,2022-03-13,Windy,motorcycle ,Jam ,2.0,41,7.756733554310212,21.0,22,Sunday,1,3
26.0,4.9,19.091458,72.827808,19.101458,72.837808,2022-03-17,Sandstorms,motorcycle ,High ,1.0,22,1.5273046056475248,11.0,11,Thursday,0,3
30.0,4.7,13.054347,80.257221,13.084347,80.287221,2022-03-05,Windy,motorcycle ,Low ,0.0,11,4.6477374141953405,19.0,0,Saturday,1,3
29.0,4.7,17.424114,78.347554,17.454114,78.377554,2022-03-01,Windy,scooter ,Medium ,1.0,21,4.602294386101448,17.0,17,Tuesday,0,3
35.0,4.3,22.569367,88.433187,22.619367,88.483187,2022-02-15,Sandstorms,scooter ,Medium ,1.0,32,7.555831933330309,17.0,17,Tuesday,0,2
36.0,4.2,17.424114,78.347554,17.504114,78.427554,2022-03-31,Windy,motorcycle ,Jam ,2.0,42,12.27199820826922,20.0,20,Thursday,0,3
22.0,4.6,12.323994,76.626167,12.343994,76.646167,2022-03-21,Cloudy,motorcycle ,Low ,1.0,21,3.102778442315635,9.0,9,Monday,0,3
33.0,4.6,22.547186,88.35068,22.657186,88.46068,2022-02-12,Windy,electric_scooter ,Medium ,1.0,30,16.622402746490675,17.0,17,Saturday,1,2
27.0,4.5,22.310329,73.169083,22.420329,73.279083,2022-03-08,Stormy,motorcycle ,Medium ,0.0,16,16.63524977660957,17.0,17,Tuesday,0,3
22.0,4.1,18.927584,72.832585,18.997584,72.902585,2022-03-08,Cloudy,scooter ,Jam ,1.0,44,10.695118633635031,21.0,21,Tuesday,0,3
35.0,4.5,12.934365,77.616155,12.974365,77.656155,2022-03-17,Stormy,motorcycle ,Medium ,1.0,28,6.198355147985307,15.0,15,Thursday,0,3
24.0,4.8,30.892978,75.821847,30.932978,75.861847,2022-02-17,Windy,scooter ,High ,0.0,18,5.855503008734879,14.0,14,Thursday,0,2
37.0,4.7,23.357804,85.325146,23.397804,85.365146,2022-03-15,Fog,scooter ,Medium ,0.0,17,6.028917597515816,16.0,17,Tuesday,0,3
22.0,5.0,13.086438,80.220672,13.166438,80.300672,2022-03-20,Stormy,motorcycle ,Jam ,1.0,25,12.392594903406293,19.0,19,Sunday,1,3
23.0,3.5,18.994237,72.825553,19.104237,72.935553,2022-03-10,Sunny,scooter ,Low ,1.0,41,16.80256330471995,23.0,23,Thursday,0,3
31.0,4.6,26.846156,75.8023,26.876156,75.8323,2022-03-21,Fog,motorcycle ,Jam ,1.0,32,4.465127386866464,19.0,20,Monday,0,3
31.0,4.8,11.001852,76.976268,11.021852,76.996268,2022-04-05,Cloudy,motorcycle ,High ,1.0,30,3.109884187956252,11.0,11,Tuesday,0,4
30.0,4.7,22.751234,75.88949,22.861234,75.99949,2022-03-23,Cloudy,motorcycle ,Jam ,0.0,40,16.611241863997247,20.0,20,Wednesday,0,3
32.0,4.7,22.744648,75.894377,22.874648,76.024377,2022-03-02,Sandstorms,motorcycle ,Medium ,0.0,40,19.6312451837856,18.0,18,Wednesday,0,3
26.0,4.7,23.357804,85.325146,23.387804,85.355146,2022-03-30,Cloudy,motorcycle ,Jam ,0.0,25,4.521764698268595,21.0,21,Wednesday,0,3
20.0,4.8,12.934365,77.616155,12.974365,77.656155,2022-03-28,Fog,motorcycle ,Medium ,0.0,17,6.198355147985307,15.0,15,Monday,0,3
34.0,4.7,22.311844,73.165081,22.401844,73.255081,2022-03-31,Sunny,motorcycle ,Jam ,1.0,20,13.611034203648575,21.0,21,Thursday,0,3
34.0,4.9,21.185047,72.80859,21.265047,72.88859,2022-03-31,Sandstorms,motorcycle ,Low ,0.0,20,12.142145823760126,23.0,23,Thursday,0,3
25.0,4.9,26.846156,75.8023,26.866156,75.8223,2022-03-07,Cloudy,motorcycle ,Low ,1.0,18,2.9768087767772324,8.0,8,Monday,0,3
32.0,4.9,10.96185,76.971082,10.99185,77.001082,2022-03-24,Sunny,motorcycle ,Low ,1.0,15,4.665092570655827,23.0,23,Thursday,0,3
34.0,4.6,26.766536,75.837333,26.816536,75.887333,2022-04-01,Cloudy,motorcycle ,Medium ,0.0,28,7.443866993367354,18.0,18,Friday,0,4
36.0,4.6,12.323978,76.627961,12.433978,76.737961,2022-03-16,Sunny,motorcycle ,Low ,1.0,24,17.063875285431525,22.0,22,Wednesday,0,3
29.0,4.6,23.333017,85.3172,23.403017,85.3872,2022-03-02,Windy,motorcycle ,Low ,1.0,16,10.55095467291128,22.0,23,Wednesday,0,3
28.0,5.0,17.41233,78.449654,17.52233,78.559654,2022-03-27,Fog,motorcycle ,Low ,1.0,20,16.873857560165685,0.0,0,Sunday,1,3
37.0,4.1,18.927584,72.832585,18.987584,72.892585,2022-03-13,Windy,motorcycle ,Low ,1.0,21,9.167371856167897,23.0,0,Sunday,1,3
26.0,4.7,17.424114,78.347554,17.534114,78.457554,2022-03-14,Stormy,scooter ,Medium ,1.0,17,16.873347387885367,18.0,18,Monday,0,3
33.0,5.0,23.351489,85.324253,23.361489,85.334253,2022-03-24,Fog,motorcycle ,High ,2.0,38,1.5073380516053525,11.0,11,Thursday,0,3
30.0,4.7,12.906229,77.596791,12.986229,77.676791,2022-04-02,Stormy,scooter ,Low ,0.0,24,12.396903135321155,19.0,22,Saturday,1,4
20.0,2.6,21.170798,72.790489,21.250798,72.870489,2022-04-02,Sunny,scooter ,Low ,1.0,34,12.142680239882512,23.0,23,Saturday,1,4
33.0,4.8,23.374989,85.335486,23.394989,85.355486,2022-03-13,Windy,scooter ,Low ,1.0,20,3.014385561380863,8.0,9,Sunday,1,3
29.0,4.3,18.520016,73.830547,18.590016,73.900547,2022-03-12,Fog,motorcycle ,Jam ,1.0,34,10.707099704447124,19.0,19,Saturday,1,3
33.0,4.4,17.431668,78.408321,17.501668,78.478321,2022-03-20,Cloudy,scooter ,Medium ,1.0,44,10.737928231087151,17.0,17,Sunday,1,3
21.0,4.3,11.022169,76.999594,11.092169,77.069594,2022-03-02,Sandstorms,motorcycle ,Jam ,0.0,33,10.883786966709636,20.0,20,Wednesday,0,3
35.0,4.8,22.732225,75.874765,22.862225,76.004765,2022-03-14,Sandstorms,motorcycle ,Medium ,3.0,49,19.632051250802267,18.0,18,Monday,0,3
34.0,4.6,19.065838,72.832658,19.155838,72.922658,2022-03-18,Cloudy,motorcycle ,Medium ,3.0,44,13.745187955153392,17.0,17,Friday,0,3
35.0,4.9,18.927584,72.832585,18.957584,72.862585,2022-04-01,Windy,motorcycle ,Medium ,1.0,27,4.583876758825483,18.0,18,Friday,0,4
26.0,5.0,22.725748,75.898497,22.855747,76.028497,2022-04-02,Sunny,motorcycle ,Medium ,1.0,27,19.632390188787063,18.0,18,Saturday,1,4
22.0,4.8,11.021278,76.995017,11.091278,77.065017,2022-03-16,Cloudy,motorcycle ,Medium ,1.0,34,10.883802871295954,17.0,17,Wednesday,0,3
21.0,4.7,22.569358,88.433452,22.629358,88.493452,2022-02-15,Cloudy,motorcycle ,Jam ,1.0,29,9.066849923265131,20.0,21,Tuesday,0,2
30.0,4.8,26.766536,75.837333,26.876536,75.947333,2022-04-02,Sunny,motorcycle ,Jam ,1.0,21,16.37462198536497,20.0,20,Saturday,1,4
34.0,4.1,21.173493,72.801953,21.213493,72.841953,2022-03-01,Sandstorms,motorcycle ,High ,1.0,34,6.071664694616246,13.0,14,Tuesday,0,3
28.0,4.8,10.994136,76.963303,11.064136,77.033303,2022-04-02,Fog,scooter ,Low ,0.0,24,10.884286768026842,22.0,23,Saturday,1,4
25.0,4.6,23.359033,85.325347,23.399033,85.365347,2022-03-01,Fog,motorcycle ,Medium ,1.0,13,6.028892533326065,16.0,16,Tuesday,0,3
29.0,4.6,17.450851,78.379347,17.460851,78.389347,2022-03-17,Sunny,motorcycle ,Low ,0.0,10,1.5340323549931714,8.0,8,Thursday,0,3
34.0,4.7,15.576683,73.75575,15.636683,73.81575,2022-02-17,Fog,motorcycle ,Jam ,1.0,29,9.245676094329598,19.0,19,Thursday,0,2
30.0,4.9,26.913987,75.752891,26.923987,75.762891,2022-03-24,Sunny,motorcycle ,Low ,0.0,22,1.4880448867092444,10.0,10,Thursday,0,3
21.0,4.7,17.410371,78.437225,17.490371,78.517225,2022-03-20,Sandstorms,motorcycle ,Low ,1.0,20,12.272430559996875,0.0,0,Sunday,1,3
35.0,4.4,11.02091,76.940432,11.15091,77.070432,2022-03-12,Fog,scooter ,Jam ,1.0,39,20.21179149490365,20.0,20,Saturday,1,3
35.0,5.0,18.539299,73.897902,18.549299,73.907902,2022-03-07,Windy,scooter ,Low ,0.0,23,1.5296302853764066,8.0,8,Monday,0,3
24.0,4.9,12.906229,77.596791,12.936229,77.626791,2022-03-15,Windy,motorcycle ,Medium ,1.0,26,4.649061303070843,17.0,17,Tuesday,0,3
38.0,4.8,12.975996,80.221898,13.065996,80.311898,2022-03-16,Sandstorms,motorcycle ,Low ,1.0,20,13.944512755807567,22.0,22,Wednesday,0,3
31.0,4.8,12.325461,76.632278,12.355461,76.662278,2022-03-11,Sunny,motorcycle ,Jam ,0.0,23,4.654112653937222,21.0,21,Friday,0,3
24.0,4.9,26.956431,75.776649,27.006431,75.826649,2022-03-15,Stormy,motorcycle ,Jam ,0.0,26,7.438434464350356,20.0,20,Tuesday,0,3
37.0,5.0,18.927584,72.832585,19.057584,72.962585,2022-03-12,Stormy,motorcycle ,Low ,1.0,28,19.86070600080885,22.0,22,Saturday,1,3
38.0,4.4,21.160522,72.771477,21.270522,72.881477,2022-03-06,Windy,motorcycle ,Jam ,0.0,43,16.69594087758108,19.0,19,Sunday,1,3
30.0,4.3,22.761593,75.886362,22.771593,75.896362,2022-04-01,Sandstorms,motorcycle ,Low ,1.0,34,1.5103108007659516,8.0,8,Friday,0,4
37.0,4.9,12.978453,77.643685,13.028453,77.693685,2022-03-21,Fog,motorcycle ,Low ,1.0,16,7.747213511669852,23.0,23,Monday,0,3
31.0,4.9,26.914142,75.805704,26.984142,75.875704,2022-03-14,Stormy,scooter ,Low ,1.0,16,10.415104203648257,23.0,23,Monday,0,3
39.0,4.2,12.337978,76.616792,12.367978,76.646792,2022-03-11,Windy,motorcycle ,Low ,1.0,26,4.654006135972582,23.0,0,Friday,0,3
20.0,4.6,26.474986,80.342796,26.544986,80.412796,2022-02-16,Fog,motorcycle ,Medium ,2.0,35,10.432610984892412,18.0,18,Wednesday,0,2
35.0,5.0,21.15276,72.778059,21.19276,72.818059,2022-03-21,Sunny,scooter ,High ,1.0,22,6.072052934816887,14.0,15,Monday,0,3
20.0,4.5,26.471529,80.313458,26.481529,80.323458,2022-02-15,Fog,motorcycle ,Low ,1.0,24,1.490562263407587,9.0,9,Tuesday,0,2
39.0,4.9,12.975996,80.221898,12.995996,80.241898,2022-03-21,Sunny,motorcycle ,Low ,0.0,22,3.0989894697047937,10.0,10,Monday,0,3
38.0,5.0,30.892978,75.821847,30.982978,75.911847,2022-02-12,Sandstorms,motorcycle ,Low ,1.0,26,13.17344895904898,23.0,0,Saturday,1,2
31.0,4.8,17.431668,78.408321,17.471668,78.448321,2022-03-24,Sandstorms,motorcycle ,Medium ,1.0,27,6.136195129563874,15.0,15,Thursday,0,3
22.0,5.0,12.304569,76.643622,12.364569,76.703622,2022-03-09,Fog,motorcycle ,Jam ,1.0,24,9.308325333644872,20.0,20,Wednesday,0,3
38.0,5.0,19.875016,75.322405,19.915016,75.362405,2022-02-13,Sunny,scooter ,Medium ,1.0,19,6.095329402067587,16.0,16,Sunday,1,2
38.0,4.9,21.185047,72.80859,21.275047,72.89859,2022-03-25,Stormy,motorcycle ,Low ,0.0,18,13.659702783482013,23.0,23,Friday,0,3
38.0,4.7,9.966783,76.242981,10.026783,76.302981,2022-02-13,Cloudy,motorcycle ,Medium ,1.0,26,9.344429041554346,17.0,18,Sunday,1,2
26.0,4.5,11.003669,76.976494,11.043669,77.016494,2022-03-11,Sunny,motorcycle ,High ,0.0,41,6.219648199737242,14.0,15,Friday,0,3
35.0,4.8,13.049645,80.242268,13.099645,80.292268,2022-03-11,Sunny,scooter ,Jam ,0.0,17,7.746149563277043,19.0,20,Friday,0,3
24.0,4.8,26.902328,75.794257,26.942328,75.834257,2022-03-09,Fog,scooter ,Medium ,1.0,17,5.9521029067124775,16.0,16,Wednesday,0,3
28.0,4.7,23.235123,77.398886,23.255123,77.418886,2022-02-11,Stormy,motorcycle ,Low ,0.0,16,3.015808482021558,8.0,9,Friday,0,2
37.0,4.6,17.451976,78.385883,17.531976,78.465883,2022-03-29,Stormy,scooter ,Jam ,1.0,30,12.271120715074574,21.0,21,Tuesday,0,3
35.0,4.9,22.311603,73.165012,22.381603,73.235012,2022-04-06,Stormy,scooter ,Low ,1.0,17,10.58671194847277,0.0,0,Wednesday,0,4
27.0,5.0,21.186438,72.794115,21.246438,72.854115,2022-03-01,Stormy,motorcycle ,Medium ,0.0,29,9.106851796519384,17.0,17,Tuesday,0,3
22.0,4.7,12.970324,77.645748,13.040324,77.715748,2022-03-08,Windy,motorcycle ,Jam ,1.0,36,10.846059677370391,21.0,22,Tuesday,0,3
30.0,4.8,23.374989,85.335486,23.384989,85.345486,2022-03-13,Cloudy,motorcycle ,High ,0.0,30,1.5072182814137156,11.0,11,Sunday,1,3
24.0,4.8,18.543626,73.905101,18.553626,73.915101,2022-03-17,Sandstorms,motorcycle ,Low ,0.0,10,1.5296123009283698,8.0,8,Thursday,0,3
35.0,5.0,22.308096,73.167753,22.418096,73.277753,2022-03-27,Fog,scooter ,Jam ,2.0,37,16.635370337610752,20.0,20,Sunday,1,3
34.0,4.6,11.02091,76.940432,11.08091,77.000432,2022-03-13,Cloudy,motorcycle ,Low ,1.0,18,9.329056084403875,23.0,23,Sunday,1,3
34.0,4.6,26.471529,80.313458,26.601529,80.443458,2022-02-14,Fog,motorcycle ,Jam ,0.0,54,19.37289346655162,20.0,20,Monday,0,2
30.0,4.7,12.970221,77.645396,12.980221,77.655396,2022-03-05,Fog,motorcycle ,Low ,1.0,15,1.5495268061685707,19.0,9,Saturday,1,3
36.0,4.8,18.51421,73.838429,18.64421,73.968429,2022-03-10,Stormy,motorcycle ,Medium ,1.0,24,19.883303108924476,17.0,17,Thursday,0,3
38.0,4.6,17.424114,78.347554,17.474114,78.397554,2022-04-05,Windy,motorcycle ,Medium ,1.0,28,7.670294054159628,17.0,18,Tuesday,0,4
36.0,4.6,30.88722,75.804893,30.96722,75.884893,2022-02-14,Fog,motorcycle ,Jam ,2.0,41,11.710280396521558,20.0,20,Monday,0,2
36.0,4.4,30.335259,78.053162,30.465259,78.183162,2022-02-18,Stormy,motorcycle ,Medium ,1.0,34,19.0725277871194,17.0,18,Friday,0,2
23.0,4.8,12.975996,80.221898,13.015996,80.261898,2022-03-30,Stormy,scooter ,High ,0.0,12,6.197859747845191,12.0,12,Wednesday,0,3
23.0,4.5,26.846156,75.8023,26.916156,75.8723,2022-03-23,Sunny,scooter ,Medium ,1.0,19,10.41782944421728,19.0,19,Wednesday,0,3
30.0,4.8,13.026279,80.174568,13.106279,80.254568,2022-03-04,Sandstorms,motorcycle ,Jam ,1.0,26,12.394039449560903,20.0,20,Friday,0,3
31.0,4.6,12.970324,77.645748,13.040324,77.715748,2022-03-06,Windy,motorcycle ,Low ,1.0,25,10.846059677370391,23.0,0,Sunday,1,3
29.0,4.0,22.753839,75.897429,22.823839,75.967429,2022-03-20,Fog,motorcycle ,Medium ,1.0,32,10.571398631736798,17.0,17,Sunday,1,3
32.0,4.9,23.353783,85.326967,23.373783,85.346967,2022-03-21,Fog,motorcycle ,Low ,1.0,28,3.0146017669132554,10.0,10,Monday,0,3
29.0,4.8,13.044694,80.26147,13.054694,80.27147,2022-03-03,Sandstorms,scooter ,Low ,0.0,11,1.5493046440215,8.0,8,Thursday,0,3
22.0,4.8,10.003064,76.307589,10.063064,76.367589,2022-02-15,Sunny,electric_scooter ,Jam ,1.0,18,9.343924836333544,19.0,19,Tuesday,0,2
37.0,4.7,12.933298,77.614293,12.983298,77.664293,2022-03-03,Sunny,motorcycle ,Medium ,0.0,16,7.747885462548287,17.0,17,Thursday,0,3
25.0,4.9,17.411028,78.329645,17.481028,78.399645,2022-03-10,Stormy,motorcycle ,Low ,0.0,24,10.73849636781668,0.0,0,Thursday,0,3
35.0,4.7,17.429585,78.392621,17.509585,78.472621,2022-03-31,Stormy,motorcycle ,Low ,1.0,28,12.271826004679728,22.0,22,Thursday,0,3
32.0,4.7,26.902908,75.792934,27.032908,75.922934,2022-03-14,Sandstorms,motorcycle ,Medium ,1.0,28,19.340934989697192,17.0,18,Monday,0,3
29.0,4.3,23.355164,85.324097,23.385164,85.354097,2022-03-26,Sunny,motorcycle ,Jam ,1.0,52,4.521805068141997,20.0,21,Saturday,1,3
32.0,4.6,19.091458,72.827808,19.131458,72.867808,2022-03-15,Cloudy,motorcycle ,Medium ,0.0,19,6.108962178720502,16.0,17,Tuesday,0,3
27.0,4.5,26.846156,75.8023,26.956156,75.9123,2022-03-04,Sunny,motorcycle ,Low ,1.0,29,16.369614602872474,22.0,22,Friday,0,3
32.0,4.8,11.003681,76.975525,11.073681,77.045525,2022-04-04,Fog,motorcycle ,Jam ,3.0,53,10.884116727934265,21.0,21,Monday,0,4
22.0,4.8,9.959778,76.296106,9.989778,76.326106,2022-02-11,Fog,motorcycle ,Low ,1.0,21,4.672367078415693,22.0,22,Friday,0,2
27.0,4.6,11.016298,76.972076,11.046298,77.002076,2022-03-17,Cloudy,motorcycle ,Medium ,1.0,21,4.664677959716757,18.0,19,Thursday,0,3
30.0,4.7,11.021278,76.995017,11.151278,77.125017,2022-03-10,Fog,electric_scooter ,Unknown,0.0,18,20.21177926411588,19.0,23,Thursday,0,3
20.0,4.8,22.547186,88.35068,22.587186,88.39068,2022-02-11,Sunny,scooter ,Medium ,0.0,16,6.045203697781644,16.0,16,Friday,0,2
29.0,4.7,22.725835,75.887648,22.805835,75.967648,2022-03-14,Stormy,electric_scooter ,Jam ,1.0,17,12.082515888990242,20.0,20,Monday,0,3
34.0,4.8,19.12663,72.829976,19.18663,72.889976,2022-03-07,Fog,motorcycle ,Jam ,1.0,26,9.162284318257464,20.0,20,Monday,0,3
39.0,4.5,12.326356,76.619103,12.386356,76.679103,2022-04-01,Windy,scooter ,Medium ,1.0,25,9.307954561040033,18.0,18,Friday,0,4
34.0,4.7,12.934365,77.616155,13.044365,77.726155,2022-03-23,Fog,motorcycle ,Medium ,1.0,34,17.04433026158702,19.0,19,Wednesday,0,3
28.0,4.5,12.323225,76.630028,12.393225,76.700028,2022-03-12,Sandstorms,motorcycle ,Medium ,1.0,28,10.859243076522096,17.0,17,Saturday,1,3
25.0,4.9,27.163303,78.057044,27.243303,78.137044,2022-02-16,Fog,motorcycle ,Jam ,2.0,41,11.891277192207587,21.0,21,Wednesday,0,2
32.0,4.8,17.458998,78.500366,17.518998,78.560366,2022-04-01,Sunny,motorcycle ,Low ,0.0,28,9.20341113898367,23.0,23,Friday,0,4
34.0,4.5,18.516216,73.842527,18.566216,73.892527,2022-04-01,Sunny,motorcycle ,Medium ,1.0,21,7.648215327844156,17.0,17,Friday,0,4
35.0,4.9,26.469003,80.316344,26.529003,80.376344,2022-02-15,Cloudy,motorcycle ,Low ,1.0,28,8.942610870633416,22.0,22,Tuesday,0,2
39.0,5.0,26.911927,75.797282,27.051927,75.937282,2022-03-08,Fog,electric_scooter ,Medium ,1.0,32,20.82757269749616,17.0,18,Tuesday,0,3
27.0,4.9,11.022298,76.998349,11.082298,77.058349,2022-04-01,Fog,scooter ,Jam ,1.0,28,9.329034857219831,21.0,21,Friday,0,4
39.0,4.8,22.761226,75.887522,22.871226,75.997522,2022-03-10,Sandstorms,motorcycle ,Jam ,1.0,39,16.6106931151329,20.0,20,Thursday,0,3
33.0,4.9,12.321214,76.621094,12.361214,76.661094,2022-03-17,Fog,electric_scooter ,High ,1.0,26,6.205474967025106,13.0,13,Thursday,0,3
34.0,3.8,22.745536,75.893106,22.815536,75.963106,2022-03-04,Sandstorms,motorcycle ,Jam ,1.0,36,10.57168851775986,20.0,20,Friday,0,3
33.0,3.5,12.975996,80.221898,13.065996,80.311898,2022-03-31,Stormy,motorcycle ,Jam ,1.0,42,13.944512755807567,21.0,22,Thursday,0,3
28.0,4.0,22.728163,75.884212,22.798163,75.954212,2022-03-27,Sandstorms,motorcycle ,Jam ,2.0,33,10.572294774886384,21.0,21,Sunday,1,3
27.0,4.7,22.761593,75.886362,22.791593,75.916362,2022-03-26,Fog,motorcycle ,Medium ,1.0,28,4.530782812019987,18.0,18,Saturday,1,3
34.0,4.6,26.481547,80.299775,26.541547,80.359775,2022-02-11,Cloudy,electric_scooter ,Medium ,1.0,15,8.942185124947702,18.0,19,Friday,0,2
22.0,5.0,12.337978,76.616792,12.407978,76.686792,2022-03-10,Fog,scooter ,Jam ,1.0,31,10.858949705193933,20.0,20,Thursday,0,3
29.0,4.9,19.065838,72.832658,19.195838,72.962658,2022-04-02,Sunny,scooter ,Medium ,0.0,16,19.853047926026434,18.0,19,Saturday,1,4
38.0,4.6,12.98041,77.640489,13.07041,77.730489,2022-03-23,Stormy,motorcycle ,Low ,1.0,24,13.944394154535338,22.0,22,Wednesday,0,3
36.0,3.6,12.321214,76.621094,12.401214,76.701094,2022-03-29,Windy,motorcycle ,Jam ,0.0,41,12.410495482733776,20.0,21,Tuesday,0,3
33.0,4.9,18.536718,73.830327,18.606718,73.900327,2022-03-27,Sunny,electric_scooter ,Medium ,1.0,22,10.706613368220644,17.0,17,Sunday,1,3
28.0,4.0,22.761226,75.887522,22.891226,76.017522,2022-03-20,Cloudy,motorcycle ,Jam ,1.0,44,19.63016893231905,20.0,20,Sunday,1,3
20.0,4.8,17.438263,78.397865,17.468263,78.427865,2022-03-03,Windy,scooter ,Medium ,1.0,23,4.602127561785911,18.0,18,Thursday,0,3
21.0,4.7,23.333017,85.3172,23.393017,85.3772,2022-03-11,Sandstorms,motorcycle ,Medium ,1.0,23,9.043828433563103,18.0,18,Friday,0,3
25.0,4.9,23.353783,85.326967,23.383783,85.356967,2022-04-03,Cloudy,motorcycle ,Medium ,1.0,25,4.52182618432303,18.0,18,Sunday,1,4
27.0,4.8,25.450317,81.831681,25.560317,81.941681,2022-02-14,Cloudy,motorcycle ,Jam ,1.0,45,16.455665371418313,21.0,22,Monday,0,2
20.0,4.7,19.875016,75.322405,19.935016,75.382405,2022-02-17,Sandstorms,scooter ,Low ,0.0,18,9.142728200060048,0.0,0,Thursday,0,2
28.0,4.9,17.431477,78.40035,17.541477,78.51035,2022-03-12,Windy,scooter ,Jam ,1.0,26,16.873028456138556,19.0,19,Saturday,1,3
29.0,4.8,22.722634,75.886959,22.792634,75.956959,2022-03-06,Fog,scooter ,Low ,0.0,21,10.572487634373488,23.0,0,Sunday,1,3
29.0,4.5,22.308096,73.167753,22.348096,73.207753,2022-03-15,Cloudy,scooter ,Medium ,1.0,16,6.049912845948324,15.0,15,Tuesday,0,3
34.0,3.6,22.307898,73.167788,22.417898,73.277788,2022-03-25,Stormy,motorcycle ,Jam ,1.0,41,16.635381027246595,21.0,21,Friday,0,3
26.0,4.1,23.333017,85.3172,23.413017,85.3972,2022-04-06,Cloudy,motorcycle ,Medium ,0.0,35,12.058029851305768,17.0,17,Wednesday,0,4
27.0,4.4,26.902328,75.794257,27.042328,75.934257,2022-03-18,Sandstorms,motorcycle ,Jam ,1.0,35,20.828343664778306,20.0,20,Friday,0,3
